Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Darylle Kelly,Jewellery and Silverware Manufacturing,144.96612580000001,-37.81528474
Euro-Pacific Strategies Pty Ltd,Management Advice and Other Consulting Services,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.9512931,-37.80385219
Mr Fusion,Cafes and Restaurants,144.956774,-37.81695942
Vettrak,Computer System Design and Related Services,144.9450469,-37.82100111
Emigra Australia Pty Ltd,Other Personal Services n.e.c.,144.957088,-37.81686865
Persillade,Cafes and Restaurants,144.9848341,-37.81608793
Frank Samways Veterinary Clinic,Veterinary Services,144.9380999,-37.79701358
Bluestone Wine Lounge,"Pubs, Taverns and Bars",144.9581185,-37.81853877
Cavoli & Co Solicitors,Legal Services,144.95998569999998,-37.81452036
Just Lashes ,Hairdressing and Beauty Services,144.9449612,-37.81396231
NAATI,Business and Professional Association Services,144.954296,-37.81419956
Koda Capital,Other Auxiliary Finance and Investment Services,144.96294419999998,-37.81491502
Map Architecture & Design Pty Ltd,Architectural Services,144.96780669999998,-37.80180495
Bar School,"Adult, Community and Other Education n.e.c.",144.9566619,-37.80444772
Prestige Legal Services Pty Ltd,Legal Services,144.9602243,-37.81467989
The Grid Melbourne,Amusement Parks and Centres Operation,144.93902690000002,-37.81517782
Elegance Tips & Toes,Hairdressing and Beauty Services,144.9487135,-37.80474738
Secura Funds Pty Ltd,Other Auxiliary Finance and Investment Services,144.96667380000002,-37.80901615
Recoveries Corp,Other Administrative Services n.e.c.,144.9577989,-37.81719649
Enrich Property Group,Real Estate Services ,144.96786,-37.8074266
Premier Network Services,Computer System Design and Related Services,144.94019939999998,-37.81427742
Vacant,Vacant Space,144.97649199999998,-37.83511685
Bianca Hair & Beauty,Hairdressing and Beauty Services,144.9301095,-37.79425556
Chemist Warehouse,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.951187,-37.81501701
Mesh/Tonic Bar,Cafes and Restaurants,144.95977680000001,-37.823853799999995
Taco Bill,Cafes and Restaurants,144.9315233,-37.79484451
Decor Installation Crew,"Creative Artists, Musicians, Writers and Performers",144.94979730000003,-37.798425
First Option Credit Union Limited ,Credit Union Operation,144.9767624,-37.8373358
Energy Australia,On Selling Electricity and Electricity Market Operation,144.95722990000002,-37.82088351
JORR,Management Advice and Other Consulting Services,144.9058867,-37.82747834
North Melbourne Office of Housing,State Government Administration,144.9409544,-37.79162745
Pascoe Squires Group,Commission-Based Wholesaling,144.9362954,-37.82366685
Ashdown People,Employment Placement and Recruitment Services,144.9649678,-37.81719024
Levitech Design Australia,Other Specialised Design Services,144.9095599,-37.82673488
Shine Lawyers,Legal Services,144.9563621,-37.81252116
Melbourne Optical Centre,Optometry and Optical Dispensing,144.96212859999997,-37.81266597
Separator Technology Solutions Pty Ltd,Engineering Design and Engineering Consulting Services,144.94938090000002,-37.80882664
Mercury Institute of Victioria,Technical and Vocational Education and Training,144.9689024,-37.8107614
BBQ Brothers 10,Cafes and Restaurants,144.9581233,-37.80460732
Vacant,Vacant Space,144.9608455,-37.81209122
Best Cuts Hair Salon,Hairdressing and Beauty Services,144.96028909999998,-37.81485954
Desyne Developments Pty Ltd,Architectural Services,144.9649678,-37.81719024
Collins Street Business Centre,Corporate Head Office Management Services,144.96268899999998,-37.81601764
Jing Jai Thai,Cafes and Restaurants,144.9654844,-37.81710105
Postgraduate Medical Council Of Victoria Inc,Business and Professional Association Services,144.9563105,-37.81323022
In A Rush On Little Lonsdale ,Takeaway Food Services,144.9699756,-37.80941489
Cafe Segovia,Cafes and Restaurants,144.9642254,-37.81528948
Anglican Diaocese of Melbourne,Religious Services,144.9522967,-37.81014175
Business Risks International Pty Limited ,Investigation and Security Services,144.95972680000003,-37.82731958
Blaze Acumen,Accounting Services,144.9662623,-37.82066923
AA-Nika Engraving ,Jewellery and Silverware Manufacturing,144.9658102,-37.81472467
World Mission Church,Religious Services,144.9341852,-37.79773314
Avo Pizza,Takeaway Food Services,144.94220080000002,-37.8198287
Sine Qua Non Pty Ltd,Watch and Jewellery Retailing,144.9656264,-37.81760781
Lancemore Group,Accommodation,144.90121499999998,-37.82997464
Australian Option Education Pty Ltd,Educational Support Services,144.9632938,-37.81554941
Dimple,Other Allied Health Services,144.9362954,-37.82366685
7-Eleven,Convenience Store,144.96558280000002,-37.81407743
Domain Capital Pty Ltd,Management Advice and Other Consulting Services,144.9620054,-37.81714399
Epworth Freemasons Hospital,Hospitals (except Psychiatric Hospitals),144.9846925,-37.81090389
The Tilba Hotel,Accommodation,144.97841359999998,-37.83707085
Vita Enterprise Solutions,Computer System Design and Related Services,144.9688573,-37.81199769
Ledified Lighting Corporation,Other Electrical and Electronic Good Wholesaling,144.9254324,-37.82169215
Some Like It Hot,Clothing Retailing,144.9660774,-37.81786688
The Learning Hook,Educational Support Services,144.96281159999998,-37.81581721
St Michaels Catholic Church,Religious Services,144.94550700000002,-37.79410587
CHI 3,Takeaway Food Services,144.9627888,-37.81722704
Vacant,Vacant Space,144.9215781,-37.79511228
Above Left,Tiling and Carpeting Services,144.9303643,-37.79956857
Southern Cross Education Institute Pty Ltd,Higher Education,144.9387115,-37.79407351
By Finance,Other Auxiliary Finance and Investment Services,144.94019939999998,-37.81427742
Ezy Migration & Visa Services,Other Personal Services n.e.c.,144.9616143,-37.81773812
Blue Harvest,Fish and Seafood Wholesaling,144.93902690000002,-37.81517782
Espresso Alto ,Cafes and Restaurants,144.947217,-37.81817241
Southern Asian Cuisine,Cafes and Restaurants,144.9523393,-37.81815358
Lemaitre Vascular,Medical and Surgical Equipment Manufacturing,144.9426454,-37.80299242
Front Cooking School,Cafes and Restaurants,144.9672606,-37.80151178
Hair off Bellair,Hairdressing and Beauty Services,144.9300141,-37.79424549
Vacant,Vacant Space,144.9771931,-37.83854242
Vacant,Vacant Space,144.9771931,-37.83854242
Vacant,Vacant Space,144.9771931,-37.83854242
Austage Events,Post-production Services and Other Motion Picture and Video Activities,144.920988,-37.82600955
Tolley Savile Row,Men's Clothing Retailing,144.9592899,-37.81713691
Decoy Art House Cafe,Cafes and Restaurants,144.968788,-37.80884782
Windsor Smith,Footwear Retailing,144.9630189,-37.81073331
Mr Rod Saunders  / Mr David Hugh Colman,Legal Services,144.9720594,-37.81012699
Power Tool Specialists (Aust) Pty Ltd,Hardware and Building Supplies Retailing,144.96173169999997,-37.80303644
Dr Bhadrakant Kavar,Specialist Medical Services,144.9581897,-37.80055483
6 Senses,Takeaway Food Services,144.9655966,-37.8166033
Interact Sports,Computer System Design and Related Services,144.95396069999998,-37.80746188
Target Australia,Department Stores,144.9662952,-37.81272047
Phillip Morris Limited,Cigarette and Tobacco Product Manufacturing,144.9523782,-37.82539976
Wells Gray Recruitment,Employment Placement and Recruitment Services,144.9604697,-37.81352285
Vacant,Vacant Space,144.9563621,-37.81252116
Vacant,Vacant Space,144.9563621,-37.81252116
Paragon Financial Holdings Pty Ltd,Other Auxiliary Finance and Investment Services,144.9701458,-37.82570253
Meikai Chinese Therapy,Other Allied Health Services,144.9617626,-37.81212877
Victorian Pharmacy Authority,Business and Professional Association Services,144.9585626,-37.784928799999996
Prof Peter Ebeling,Specialist Medical Services,144.9581897,-37.80055483
Prof Andrew H Kaye /Terrence J O'Brien,Specialist Medical Services,144.9559628,-37.79854141
Race Dynamics,Other Automotive Repair and Maintenance,144.9351905,-37.79045391
Keep Left Public Relations Pty Ltd,Management Advice and Other Consulting Services,144.9604158,-37.82754878
The University of Melbourne,Higher Education,144.9590108,-37.80047114
The Johnston Collection,Museum Operation,144.9851004,-37.81382654
Cygnet Advisory,Accounting Services,144.9608186,-37.81804618
Bonbons Bakery Flinders Street,Other Specialised Food Retailing,144.9661689,-37.81748213
Schneider Electric,Management Advice and Other Consulting Services,144.9559235,-37.81773521
Vacant (Shop 25A),Vacant Space,144.96222969999997,-37.81512975
Pappa Roti Melbounre Cbd / Dotcom Internet Cafe ,Internet Service Providers and Web Search Portals,144.9612081,-37.81067436
Willon Legal,Legal Services,144.9620054,-37.81714399
Vacant,Vacant Space,144.94533769999998,-37.80930659
Christine,Other Personal Accessory Retailing,144.96857230000003,-37.81622507
The University of Melbourne,Higher Education,144.9627288,-37.8013409
Hanul Tour,Travel Agency and Tour Arrangement Services,144.9666228,-37.8163275
ANZ,Banking,144.96659019999998,-37.80049164
Nara Hair,Hairdressing and Beauty Services,144.9663534,-37.81133175
Tech Road,Other Specialised Design Services,144.9371149,-37.80655782
Travel Money Oz,Other Auxiliary Finance and Investment Services,144.96599730000003,-37.81752037
Curry Corner,Takeaway Food Services,144.96813909999997,-37.81199369
Logitrain,Technical and Vocational Education and Training,144.95644740000003,-37.81270785
The University of Melbourne,Higher Education,144.9622684,-37.80340286
Sportscraft,Clothing Retailing,144.951187,-37.81501701
Substitution,"Other Publishing (except Software, Music and Internet)",144.94406469999998,-37.8015694
Escape 2,Clothing Retailing,144.9523782,-37.82539976
Dr Robert Y Chen,Specialist Medical Services,144.97488710000002,-37.80862592
Furla,Other Personal Accessory Retailing,144.9638386,-37.81245199
Joy Popovska & Associates,Legal Services,144.9681545,-37.81464273
Melbourne Retina Associates,Specialist Medical Services,144.97488710000002,-37.80862592
On the House Holdings,Computer System Design and Related Services,144.9599676,-37.81482935
Vacant,Vacant Space,144.96294709999998,-37.80909156
Madam Virtue & Co ,Women's Clothing Retailing,144.9712095,-37.81138377
Little Africa,Takeaway Food Services,144.9543386,-37.80537801
Aree Thai,Cafes and Restaurants,144.94019939999998,-37.81427742
Mulcahy & Co Pty Ltd ,Real Estate Services ,144.9591969,-37.81499761
Coffee Gauge,Cafes and Restaurants,144.94414469999998,-37.82029136
Charter Bond,Real Estate Services ,144.9610146,-37.81453148
One Accounting Service,Accounting Services,144.9663304,-37.81584476
China Link Australia,Management Advice and Other Consulting Services,144.9603119,-37.816999100000004
Body & Health Creation,Other Allied Health Services,144.95809519999997,-37.80428585
Ironstone Capital,Other Auxiliary Finance and Investment Services,144.96281159999998,-37.81581721
Commerzbank,Other Auxiliary Finance and Investment Services,144.9606524,-37.81692381
Hollywood Nails,Hairdressing and Beauty Services,144.9638386,-37.81245199
Boarding House - Student Accomadation,Accommodation,144.9652691,-37.79456183
W Eckstein & Co,Jewellery and Silverware Manufacturing,144.96612580000001,-37.81528474
Saman Estate Coffee,Cafes and Restaurants,144.9450469,-37.82100111
7-Eleven,Convenience Store,144.9694513,-37.81037184
Anter Shoe Services,Clothing and Footwear Repair,144.9560169,-37.8134766
Think Asia,Takeaway Food Services,144.9630189,-37.81073331
Climate Friendly ,"Other Professional, Scientific and Technical Services n.e.c.",144.96074,-37.80489529
The University of Melbourne,Higher Education,144.9612468,-37.79739836
Weinberg Lawyers,Legal Services,144.9629761,-37.81622042
Agents Of Spring,Management Advice and Other Consulting Services,144.9566017,-37.81988484
XX Post,Freight Forwarding Services,144.95542340000003,-37.80718433
Gant,Clothing Retailing,144.9638386,-37.81245199
Noise at Works,Management Advice and Other Consulting Services,144.94535280000002,-37.8068965
Michael Sharma Fine Jewellery,Jewellery and Watch Wholesaling,144.96612580000001,-37.81528474
Casa Verde,Flower Retailing,144.9497236,-37.80420164
Vacant,Vacant Space,144.9637287,-37.82409347
Coach,Other Personal Accessory Retailing,144.9648999,-37.81536587
Monash University Conference Centre,Higher Education,144.97247240000002,-37.81346244
Spowers,Architectural Services,144.95873459999999,-37.81742473
Royal Melbourne Institute Of Technology,Higher Education,144.9638841,-37.80646416
Lincoln Indicators Pty Ltd,Other Auxiliary Finance and Investment Services,144.9620054,-37.81714399
Equinix Australia Pty Ltd,Data Processing and Web Hosting Services,144.9153384,-37.82271677
AEII,Other Personal Services n.e.c.,144.9475368,-37.81486994
Max. I.T. Consulting Services Pty Ltd,Internet Publishing and Broadcasting,144.9523854,-37.80708118
Track Right Technology,Computer System Design and Related Services,144.9601101,-37.81596878
Jubatus Consulting Pty Ltd ,Management Advice and Other Consulting Services,144.9688573,-37.81199769
Veridian Solutions,Computer System Design and Related Services,144.9591969,-37.81499761
Corner Express,Liquor Retailing,144.94019939999998,-37.81427742
Adams Consulting Engineers,Engineering Design and Engineering Consulting Services,144.9553253,-37.81622847
The North Face,Clothing Retailing,144.96294419999998,-37.81491502
The Agenda Group Pty Ltd,Management Advice and Other Consulting Services,144.9618774,-37.81846456
Howards Storage World,Furniture Retailing,144.9523782,-37.82539976
Collins Dental Image ,Dental Services,144.96612580000001,-37.81528474
Piccolocino,Cafes and Restaurants,144.956774,-37.81695942
Blue Diamond,"Pubs, Taverns and Bars",144.96063669999998,-37.81581152
American Consulate General,Foreign Government Representation,144.9803782,-37.84685298
Terry TH Lillis Barrister & Solicitor,Legal Services,144.9602243,-37.81467989
Big Picture Urban Rural Town Planners,Architectural Services,144.95975430000001,-37.81355361
Live Performance Australia,Business and Professional Association Services,144.9618774,-37.81846456
Australasian College Of Behavioural Optometrist,Business and Professional Association Services,144.96270980000003,-37.81858716
Dainty Sichuan Noodle Express,Cafes and Restaurants,144.9638386,-37.81245199
Vacant,Vacant Space,144.9425998,-37.80626814
Knightstone Partners Pty Ltd,Accounting Services,144.96325380000002,-37.81706705
House Corporate Pty Ltd ,Houseware Retailing,144.97718669999998,-37.83813782
Donwoori,Cafes and Restaurants,144.95739019999996,-37.80580455
Williamsboag Pty Ltd,Architectural Services,144.95996259999998,-37.80477207
Chamber Made Opera Inc,Performing Arts Operation,144.9540178,-37.80139544
Architecture & Access,Architectural Services,144.9585626,-37.784928799999996
90 West Asset Management,Other Auxiliary Finance and Investment Services,144.95892369999999,-37.81817724
Cafe Issus,Cafes and Restaurants,144.9655966,-37.8166033
Touche Hombre,Cafes and Restaurants,144.96554809999998,-37.81158031
Ivy Real Estate ,Real Estate Services ,144.951187,-37.81501701
Shuji Sushi,Cafes and Restaurants,144.962154,-37.82167834
Where's Marcel?,Takeaway Food Services,144.9657034,-37.810658000000004
Juggernaut Entertainment ,Other Administrative Services n.e.c.,144.9490944,-37.80854231
Funk Fish,Takeaway Food Services,144.95723950000001,-37.80745984
Molino Cahill Lawyers Pty Ltd,Legal Services,144.9573923,-37.81531863
