Trading name,Longitude,Latitude
Tyre Stewardship,144.9787048,-37.80963919
City Osteopathy,144.9666228,-37.8163275
64 Sutton,144.937872,-37.7916558
Eclipse Coffee,144.9581185,-37.81853877
Saj Mediterranean Grill,144.9155212,-37.78257294
Russell Harvey & Co,144.9626303,-37.81841106
vacant,144.9688779,-37.80256875
Blue Environment Pty Ltd,144.9450469,-37.82100111
Lekker Bikes,144.9470534,-37.80219347
The Conder Restaurant,144.9436836,-37.81389091
Dangerfield Pty Ltd,144.9668091,-37.8174187
Burger Edge,144.9798191,-37.8455379
Esser Legal,144.9724724,-37.81346244
Vacant,144.9580015,-37.80573205
Appster,144.9614648,-37.81291055
LH Martin Institute for Higher Education,144.9634054,-37.80115001
IPP Consulting,144.9591876,-37.8192157
Basler,144.9638386,-37.81245199
Ms Wendy Brown,144.9793123,-37.84459479
Spencer City Central Backpackers,144.9492503,-37.80956913
Bellingham Marine Australia Pty Ltd,144.9052161,-37.82483593
Emergency Media,144.9555529,-37.81677365
MIA,144.9841619,-37.81229599
Quiz Collection Studio,144.9378299,-37.81315031
Reve Hair ,144.9554234,-37.80718433
Project 22,144.959922,-37.81556405
Victoria University,144.9640591,-37.81755508
No 1 Delicious,144.9617628,-37.80816923
vacant,144.9624827,-37.80372574
Charles & Co,144.9606804,-37.81402844
Moelis & Company,144.9693797,-37.81398457
Mill & Bakery at Central Pier,144.9435654,-37.8165193
Mediterranean Deli,144.9707087,-37.81358646
Traveller Souvenirs & Luggage,144.9649331,-37.81662781
Silver Repair Service,144.9321467,-37.79444088
Mirror Paints,144.9320333,-37.80306627
AGL Energy Limited,144.9523393,-37.81815358
Medical Specialists,144.9578132,-37.81636534
QI Chinese Massage,144.9645503,-37.81793185
Pte Study Centre Pty Ltd,144.9394657,-37.7887692
Pilkington Jewellers,144.9643486,-37.81473293
Vacant,144.9570728,-37.80451171
Halyard Coffee,144.947217,-37.81817241
Hungry Jack's,144.9634198,-37.80945732
Hot Star Large Fried Chicken,144.9648395,-37.8125239
St2 Expresso,144.965473,-37.80671528
Vacant,144.9546296,-37.80720296
Drums Cafe,144.9572395,-37.80745984
Century Migration & Translating Service Australia,144.9658102,-37.81472467
Olivino @ Urban Workshop ,144.9707325,-37.8091842
Salco Group Proprietary Limited,144.9724019,-37.79741641
Brookfield Multiplex Constructions Pty Ltd,144.9599702,-37.808565
Freyssinet Australia,144.939901,-37.80029669
Ramen Bankara,144.9641668,-37.81101861
CBD Shoe Repair,144.9644169,-37.81765084
Adina Apartment Hotel ,144.9599687,-37.81428585
Aitex Sales Pty Ltd,144.9392869,-37.80037393
Australian Manfacturing Workers Union,144.9606965,-37.80460902
Michael Khan & Dr Rene Henri Dupuche,144.9728919,-37.81330535
Dr Richard Dennis Skinner,144.9733552,-37.81383756
Melbourne Fringe ,144.9670988,-37.81346756
City Convenience Newsagency,144.9586604,-37.82312164
Pado Australia,144.9637037,-37.81089948
Beaurepaires,144.9512749,-37.81221834
Telstra,144.9593284,-37.81362647
Aconex Limited,144.9714735,-37.81589712
Blind Citizens Australia,144.9661707,-37.81699341
Back In Health Osteopathy & Accupuncture,144.957551,-37.8186626
Tank Fish And Chippery ,144.9661127,-37.80369873
Pacific Search Partners,144.9702813,-37.8139675
Pavilion Select Produce,144.9572395,-37.80745984
Reach Finance,144.9666228,-37.8163275
Asipac Group Pty Ltd,144.9630763,-37.81845149
Asia Business Hub,144.9688573,-37.81199769
Vacant,144.9666706,-37.82185237
Avis,144.9620907,-37.80728963
Melbourne Psychology,144.9677147,-37.80309992
WRB Fashion & Beauty,144.9672768,-37.8124312
Loop Technology Pty Limited,144.9614715,-37.81501588
Melbourne Maritime Services Pty Ltd,144.9279587,-37.81714534
Zen Gaming Lounge,144.9591311,-37.8263228
Doculink ,144.9362954,-37.82366685
Karenlee Nominees Pty Ltd,144.9735468,-37.81304887
Guk Bab,144.9560169,-37.8134766
Thai City Restaurant,144.9666993,-37.80443778
Highway To Hell,144.9627526,-37.81398393
Freddy's Bike Tours,144.9563969,-37.8213142
Heritage Insight,144.9358418,-37.7914562
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9253775,-37.82304058
Vacant,144.9275444,-37.82565251
Travistock House Cafe,144.961389,-37.81825094
Vacant,144.9221381,-37.79567407
QUBE Logistics,144.9303826,-37.81554676
Nautica Global Forwarding Australia,144.9609288,-37.81625601
Industry Superannuation Property Trust,144.9727209,-37.81546181
La Camera,144.9662623,-37.82066923
Launch Recruitment Pty Ltd,144.9589392,-37.81595642
Vacant,144.9612664,-37.81398752
Superior Tyres Pty Ltd,144.9327735,-37.794995
Vacant,144.9502584,-37.81864992
Vacant,144.9502584,-37.81864992
Vacant,144.9502584,-37.81864992
Vacant,144.9502584,-37.81864992
Co As It Italian,144.968109,-37.79933763
Natashas Skin Spa Southbank,144.9651132,-37.8225552
Dimples Beauty Therapy,144.9542933,-37.80070308
Ikkoryu Fukuoka Ramen,144.9692478,-37.81598754
Vacant,144.9378299,-37.81315031
Vacant,144.9378299,-37.81315031
Vacant,144.9378299,-37.81315031
Ms Sharon O'Dwyer ,144.9681545,-37.81464273
Bastow Institute of Educational Leadership,144.947027,-37.8032994
Pasat Properties,144.9639475,-37.81528286
Little Red Pocket,144.960326,-37.8159076
Connect Hearing,144.9714347,-37.81471553
Jador,144.9726281,-37.81430616
Pho n Roll,144.955444,-37.81787118
Danfe International,144.9632938,-37.81554941
Level Seven Cafe,144.9626932,-37.80826292
Martin I. Algie MIA Contract Lawyer,144.9665902,-37.80049164
Vacant,144.9606809,-37.81303978
Vacant,144.9606809,-37.81303978
Rocket Networks,144.9343238,-37.79811158
PGP Consulting - Complete Accounting Solutions,144.9584199,-37.81690508
Melbourne University Private,144.9615782,-37.80046466
Luisa,144.9687553,-37.81543178
Atrium 485,144.9549514,-37.81275166
National Australia Bank Limited,144.9678632,-37.81158809
Aust Housing And Urban Research Institute Limited ,144.9707353,-37.81595762
The Think Partnership,144.9667041,-37.81674222
St Aloysius College,144.9427861,-37.79285313
Farrar Gesini & Dunn,144.955573,-37.81290439
Bain Capital,144.9707498,-37.81492031
Jade Lawyers,144.9628116,-37.81581721
Red Pony,144.9601101,-37.81596878
Bluestone Restaurant / Bluestone Downstairs,144.9628549,-37.81789895
Vacant,144.901215,-37.82997464
Vacant,144.901215,-37.82997464
Roller Door Cafe,144.9421307,-37.80592001
Grandcity (Australia) Travel & Tour Pty Ltd,144.9657034,-37.810658
Wildilocks @ Victoria,144.9498796,-37.8055071
Hi Clean,144.9617562,-37.81416355
The Compass Group,144.9585626,-37.7849288
Bamboo Village BBQ,144.967115,-37.81129519
Norsiah's Kitchen,144.9643119,-37.80188571
Splendor Skin And Laser,144.9378299,-37.81315031
Pentarch,144.9662961,-37.83070462
CCB Envico Pty Ltd ,144.9439076,-37.804858
Polaris Communications Pty Ltd,144.9418544,-37.78997499
Choice Properties Management Pty Ltd,144.9632538,-37.81706705
Yahveh Asian Grocery ,144.9639453,-37.80276989
Foodworks,144.9612468,-37.79739836
The Coffee Mob,144.9464893,-37.81039881
Money Exchange (61 Swanston),144.9666228,-37.8163275
Spencer St Automobiles,144.9499533,-37.81089374
Hebden Kitchens + Bathrooms,144.9253775,-37.82304058
Ly Rossi,144.9654075,-37.81386024
Veterinary Practitioners Registration Boards of Victoria,144.9583339,-37.81753764
Next Business Telecom,144.9638231,-37.81662708
Chocolate Buddha,144.9699175,-37.81784465
Roll Mi,144.9699756,-37.80941489
Taxi Brokers Australia ,144.9490944,-37.80854231
Drumtong,144.9563971,-37.81311232
Philippe,144.9700073,-37.81473508
Media Entertainment And Arts Alliance,144.9579933,-37.80988001
Ret Pro,144.9624072,-37.82339586
Embiggen Books,144.9657034,-37.810658
CCH Workflow Solutions ,144.9601886,-37.81547268
Goz City,144.9707325,-37.8091842
Walker's Doughnuts,144.965095,-37.81763649
Minter Ellison,144.957551,-37.8186626
Islamic Council of Victoria,144.9513788,-37.81176343
White Clemand Lawyers & Consultants,144.9558779,-37.81385045
Thomas' Music,144.9722963,-37.81191247
Citizen Cafe,144.9523782,-37.82539976
ACIL Allen,144.9716242,-37.81361885
GM Holden Ltd,144.9164661,-37.82657632
Vacant,144.9456483,-37.81520923
N Lee Bakery And Cafe,144.9716953,-37.81309819
Vacant,144.9655966,-37.8166033
Vacant,144.9655966,-37.8166033
Vacant,144.9655966,-37.8166033
Podok Rempah,144.9597917,-37.80760291
ABC Quality Framing,144.9488823,-37.80273659
Dr Alice Huang,144.954319,-37.7997297
Alexandra Club,144.9711718,-37.81439771
The Burger Edge,144.9630189,-37.81073331
Max Therapy,144.9662952,-37.81272047
SC Group,144.9083655,-37.82735962
Mountfords,144.9672994,-37.81328093
ACIC,144.9606804,-37.81402844
,144.9639206,-37.80493297
Neapoli Wine Bar,144.9674275,-37.81355434
QV Children's Centre,144.9657034,-37.810658
Dexus Centre Management,144.9629442,-37.81491502
JSK,144.9599857,-37.81452036
Louise Einfeld / Penny Thomson / Ann Spitzer,144.9667041,-37.81674222
Novo,144.9657034,-37.810658
Correct Accident Repairs,144.9397929,-37.79678253
Wittner,144.9653693,-37.81490375
Officeworks Superstores,144.9634544,-37.81573396
Tan-Dat,144.9572395,-37.80745984
QIS,144.9542639,-37.80421485
Soldier On,144.9584803,-37.78560878
Gloria Jeans,144.9630189,-37.81073331
Park Clinic Orthopaedics,144.9841619,-37.81229599
BSA Partnership Pty Ltd,144.9601886,-37.81547268
TaxEd,144.9685429,-37.81663851
Wood Products Victoria Ltd,144.9609004,-37.81365679
P J Williams & Associates Pty Ltd,144.9663304,-37.81584476
Transcend Health & Fitness,144.9662961,-37.83070462
Vacant,144.9564474,-37.81270785
Tech Mahindra ,144.9589237,-37.81817724
Vacant,144.9549598,-37.81397023
Cash Services Australia Pty Limited,144.9591221,-37.81858017
SMSF Works,144.9724949,-37.81105607
Explore English ,144.9656577,-37.81541957
Bardot,144.9636622,-37.8144328
7Plus,144.9602243,-37.81467989
Spice Kitchen,144.9657034,-37.810658
The Powder Room. Perfume Skin Beauty. Pty Ltd,144.9667041,-37.81674222
Z Transport Group ,144.9409166,-37.80480036
Frying Colours,144.9287638,-37.79405714
Koko Travel,144.9378299,-37.81315031
My Adventure Travel,144.9610735,-37.81359799
Alchemist's Refuge,144.9599402,-37.81167474
Brioche by Philip,144.9578132,-37.81636534
Melbourne Inner City Management Pty Ltd ,144.9600202,-37.82650265
Department of Immigration and Border Protection,144.9714146,-37.8090402
P T Jewellery,144.9632938,-37.81554941
Melbourne & Olympic Parks Trust,144.9803771,-37.82181585
Rip Curl,144.9523782,-37.82539976
Vacant (Shop 39),144.9622297,-37.81512975
Studio 103,144.9692541,-37.81049305
ECM Group,144.9431017,-37.80153877
Royal Melbourne Institute Of Technology,144.9645504,-37.80818365
Abla's Restaurant,144.9710582,-37.79776853
MTM Mediation Centre,144.954296,-37.81419956
Urban Hub,144.9412743,-37.82354216
Comics 'r' Us,144.9667375,-37.81291317
Vacant,144.9441429,-37.80113586
Cofely GDF Suez,144.9620054,-37.81714399
With Accounting,144.957088,-37.81686865
Royal Park Pro Golf Shop,144.9508625,-37.78603284
Bean Shoots,144.9569118,-37.80534292
Vix Technology (Aust) Pty Ltd,144.9580529,-37.81075363
Pope Packaging,144.9380951,-37.79644024
10 Collective,144.9617799,-37.81822749
vacant,144.9789499,-37.80956493
Cephalonian Society of Victoria,144.9425956,-37.80584018
Minuteman Press North Melbourne,144.9408885,-37.80028975
Vacant,144.9633303,-37.82132851
Vacant,144.9633303,-37.82132851
Proclaim Management Solutions Pty Ltd,144.9649331,-37.81662781
Mimco,144.9523782,-37.82539976
Consulate General of the Arab Republic of Egypt,144.9608186,-37.81804618
Future Squared Pty Ltd,144.9628116,-37.81581721
Beatrix Cafe,144.944463,-37.80227413
Blondie Bar,144.9677949,-37.82420378
Axsess today,144.9621886,-37.81758572
Vacant,144.9618918,-37.82382188
Cafenatics,144.957114,-37.81123723
Silver Wing Wines,144.9425845,-37.80332752
Gurkhas Travels,144.9627098,-37.81858716
ANZ Bank,144.9654266,-37.8123299
Sheehy Saw & Associates,144.9632258,-37.81784765
Juliana Pearls,144.9661258,-37.81528474
Melbourne Institute of Technology,144.9608495,-37.8100143
Subway Melbourne Uni,144.9612468,-37.79739836
Vacant,144.9688281,-37.81614299
vacant,144.9669539,-37.79896491
WBP Property Advisory,144.9464861,-37.80294518
Stokes Technologies,144.9480362,-37.80853495
Mind Over Muscle,144.9615983,-37.81379494
Department of Defence,144.9544926,-37.81732118
Victorian Marriage Registry,144.9743029,-37.81322921
Denim Outlet,144.9523782,-37.82539976
Lakes Oil,144.9574732,-37.81753383
Show Group Enterprises,144.989806,-37.81665756
Fancy Hank's,144.9710404,-37.81217956
CH2M,144.9629442,-37.81491502
Partystar Pty Ltd,144.9601101,-37.81596878
Vacant,144.9684383,-37.80683871
Vacant,144.9684383,-37.80683871
Pentana Stanton Lawyers Pty Ltd ,144.9712561,-37.81268978
Pengana Capital,144.9700079,-37.81423688
Yogi Education Group,144.965095,-37.81763649
Vacant,144.9551697,-37.80032188
Swift Stamps,144.9566688,-37.81651427
Sentencing Advisory Council,144.9584697,-37.81077641
vacant,144.9695088,-37.7978107
Xtraction ,144.9558855,-37.81244731
Healthy Habits Gourmet Sandwich Bar ,144.9662623,-37.82066923
Buddha Travel & Tours Pty Ltd,144.9663304,-37.81584476
La Tortilleria,144.9353022,-37.79142203
TSG Franchise Management Pty Ltd ,144.9662961,-37.83070462
Vacant,144.944965,-37.82470448
Lacoste,144.9638386,-37.81245199
Enigma Education And Migration Consultancy,144.9632938,-37.81554941
Socialist Party,144.9664109,-37.80643938
Spencer Pizza Kebab and Cafe,144.9563969,-37.8213142
National Sports Museum ,144.9832828,-37.81992883
Benergy ,144.9558446,-37.81824465
Hawker Britton Group Pty Limited,144.9714347,-37.81471553
Nando's,144.947217,-37.81817241
Companion Collective,144.9645574,-37.81567229
Aurum Designer Jewellers,144.9681789,-37.79803089
MJ Bale,144.9700646,-37.81485876
Banoi,144.9450661,-37.81970478
AMET Education,144.9652504,-37.81199559
Voice X Communications,144.9401994,-37.81427742
The Commonwealth Key & Property Register,144.9625299,-37.81819275
Vacant,144.9589392,-37.81595642
Vacant,144.9589392,-37.81595642
Vacant,144.9589392,-37.81595642
Vacant,144.9589392,-37.81595642
Vacant,144.9589392,-37.81595642
Al-Anon Family Group Victorian Southern Area,144.9616143,-37.81773812
ASIC,144.9693797,-37.81398457
Pen City,144.9625113,-37.81346116
Jolimont Consulting group,144.9791568,-37.81768889
Garners Motorcycles,144.9561084,-37.80339081
Euroluce,144.9714793,-37.81480807
The Practical Man,144.9664255,-37.81682355
Rakuzen Simple Japanese ,144.9651037,-37.80077102
Atura Pty Ltd ,144.9449612,-37.81396231
Hotham Hub Children's Centre,144.9417491,-37.79291579
Bega Cheese Limited,144.9234588,-37.82590307
"Faculty of Medicine , Dentistry & Health Services",144.9581897,-37.80055483
Vacant,144.9363303,-37.79193103
Australian Centre For The Moving Image (ACMI),144.9699175,-37.81784465
Wish 18,144.9630189,-37.81073331
IMA Management & Technology,144.9589237,-37.81817724
Vacant,144.9200704,-37.79778729
Carlton Natural Health,144.9632342,-37.80057593
Telstra Store ,144.960802,-37.8168697
Headquarters Tavern,144.9127653,-37.78908156
Polly Woodside - Melbourne's Tall Ship Story,144.9534995,-37.82437522
Chantilly Studio Inc.,144.9667041,-37.81674222
Vacant,144.9621886,-37.81758572
Vacant,144.9621886,-37.81758572
Vacant,144.9621886,-37.81758572
Vacant,144.9621886,-37.81758572
Cotton On,144.9668098,-37.79964112
Blackmagic Design Pty Ltd,144.9210747,-37.8273384
Vacant,144.9557455,-37.80396968
Marco Gianni,144.951187,-37.81501701
Advanced Personnel Management,144.9607564,-37.81446659
Park Clinic Orthopaedic (Chin & Blackney),144.9841619,-37.81229599
Diaverum Dialysis Centre,144.9394657,-37.7887692
Proline Partitions Pty Ltd,144.9303643,-37.79956857
Spot-on Motorcycles,144.9604484,-37.80902756
The University Of Melbourne,144.9539269,-37.79746438
Mr Ian A G Hastie ,144.9559628,-37.79854141
St Nicholas Antiochian Orthodox Church,144.9892222,-37.81020286
Wolfs Lair,144.9671779,-37.7975082
Saigon Fusion,144.9622831,-37.81321386
Healthy Habits Cafe,144.9701092,-37.81281453
Select 7,144.9715746,-37.81501535
Melbourne Institute Of Neurovascular Diseases,144.9841619,-37.81229599
Raso & Co ,144.9656141,-37.80385341
U&I Global,144.9661578,-37.81361669
CBRE,144.9707325,-37.8091842
The Melbourne Headshot Company Pty Ltd ,144.9632938,-37.81554941
Double IQ,144.9719053,-37.8119837
Mr Michael Kelly,144.9682754,-37.79975566
Men's & Relationship Counselling,144.973096,-37.81314584
Anthony's Manufacturing Jewellers Pty Ltd,144.9661258,-37.81528474
Vacant,144.9095599,-37.82673488
Pridictive Analytics Group,144.968026,-37.81534394
Black Jack Cafe,144.920988,-37.82600955
Fox Classic Car Collection,144.9485752,-37.82132812
Jacqui E,144.9630189,-37.81073331
Brunetti Myer Melbourne,144.9638295,-37.81344503
City Limits Motel,144.9718106,-37.81044688
Turner Stephens Group,144.9677459,-37.80216638
Security Services Melbourne ,144.9352778,-37.79000411
Peter Jackson Menswear,144.9629442,-37.81491502
Vocational Language & Learning Centre,144.9583865,-37.81527349
Hearns Hobbies,144.9654659,-37.81866105
Mr John Gates,144.9572395,-37.80745984
STREAT,144.9617411,-37.81560573
Vacant,144.9699963,-37.79357685
Telstra Store,144.9645574,-37.81567229
Evans Key Emporium,144.964049,-37.81458812
7-Eleven,144.9651669,-37.82171942
Wayne Lynch Master Jewellers,144.9494298,-37.80271587
White SW Computer Law,144.9450469,-37.82100111
Productivity Commission,144.9568348,-37.81767359
TKO Fitness,144.946838,-37.80754145
Laineys Hair Shed,144.9563969,-37.8213142
Flemington And Kensington Bowling Club Inc,144.9230975,-37.78809759
Australian Sheepskin Ugg,144.9572395,-37.80745984
Klear Picture,144.9566017,-37.81988484
XLam,144.9606423,-37.81669009
D & G Hairdressing,144.966972,-37.80966479
Furstock Studios,144.9321847,-37.79705914
Comensura,144.9551217,-37.81796539
The Creature Technology Company Pty Ltd,144.9301451,-37.80098987
In A Rush,144.9577989,-37.81719649
Servcorp,144.9589392,-37.81595642
Crumbs Organic Bakehouse,144.9496466,-37.80471334
Rivers Edge Events,144.9536422,-37.82253633
The Grand Trailer Park Taverna,144.9709029,-37.812234
V/Line Maintenance Pty Limted,144.9472941,-37.81208903
The Melbourne Counselling & Psychology Centre,144.9675911,-37.8149209
Happy Mobile,144.9651047,-37.81169356
Rigby Cooke Lawyers,144.9620613,-37.81084464
Federal Republic Of West Papua,144.9450469,-37.82100111
Subway Vic Harbour,144.9431188,-37.81977079
Apollo Services Pty Ltd,144.9572395,-37.80745984
"Maritime, Mining & Power Credit Union Limited",144.9448059,-37.80709888
Mr Simple,144.9638386,-37.81245199
Dodd & McKinnon Proprietary Limited,144.9375319,-37.79411476
TV Plus Int P/L,144.9566017,-37.81988484
Izumi Japanese Massage / Jai Ho,144.9634815,-37.8155949
Ferdydurke,144.965378,-37.81159495
The School of Life,144.9541004,-37.81721781
Megan Fitzgerald & Assoc,144.9581897,-37.80055483
"Mechanical Engineering, Automation & IT Solutions",144.9394657,-37.7887692
Crowe Horath Australasia,144.9573923,-37.81531863
T-Roy Browns,144.9622868,-37.81953163
Vacant,144.9082014,-37.82657693
City Chic,144.9378299,-37.81315031
Carlton Gardens Primary School,144.9692835,-37.80195849
Belliville Smith & Co Pty Ltd,144.9591969,-37.81499761
Australian Technical and Management College,144.9606809,-37.81303978
HK Consultancy,144.9627098,-37.81858716
The Backyard Cafe,144.966039,-37.80164531
Deutsche Bank,144.9632538,-37.81706705
EMPR Australia Pty Ltd,144.908423,-37.82519497
Vacant,144.9666738,-37.80901615
Shuji Sushi,144.9560169,-37.8134766
Dragontree,144.9707353,-37.81595762
Collins Street Physiotherapy,144.9572629,-37.81780327
Nick Theodossi Prestige Cars,144.9426569,-37.80074746
Talent 2,144.9621844,-37.81615528
Elly Lukas,144.9630313,-37.81782313
Leather Cargo,144.9651047,-37.81169356
Hatchd Chicken,144.9295071,-37.79455811
Cafe 6six 5fifty 5five,144.9449051,-37.80643136
Telstra Corporation Limited,144.967574,-37.81012652
The Wilderness Society,144.9533289,-37.8120752
Donor Tissue Bank of Victoria,144.964868,-37.82466204
East Melbourne Specialists,144.983265,-37.80967101
Children First Foundation,144.948492,-37.79578871
The Australian Club,144.9591218,-37.81674542
Mr David Barraclough / Dr John Moi,144.9559628,-37.79854141
Australia New asia Group,144.957088,-37.81686865
Ice Sports Vic,144.9356321,-37.81223232
Johnie's Lounge,144.9419092,-37.81284814
Cygnett,144.9218372,-37.82176499
Omega,144.9586604,-37.82312164
Jimmy Grants,144.9638386,-37.81245199
Bureau De Change,144.965095,-37.81763649
Killen & Thomas ,144.9686768,-37.81618641
Albert Heights Serviced Apartments,144.9852246,-37.81095381
Fila Outlet,144.9523782,-37.82539976
Vicprop Group,144.9599857,-37.81452036
Mr Price's Food Store,144.9506624,-37.8028658
Bozo Backpacker 3,144.9585875,-37.80593327
CAM Management Solutions,144.9628116,-37.81581721
Botica,144.9638386,-37.81245199
Rubicor Group,144.9656511,-37.81635062
Bratwurst Shop,144.9572395,-37.80745984
Vacant,144.9666055,-37.82241845
Vacant,144.9666055,-37.82241845
Industry Strength Electrical,144.9367263,-37.79438686
Tolhurst Druce & Emmerson,144.9583865,-37.81527349
Manhattan Terrace,144.9636974,-37.80367364
The Q Hair,144.9671203,-37.81003208
Ollie's Place,144.9378299,-37.81315031
Gozleme Cafe,144.9572395,-37.80745984
Complete Function Hire,144.9075956,-37.82794549
Dumplings Plus,144.9645747,-37.8119541
JK Procare Systems,144.9358418,-37.7914562
Vacant,144.9529422,-37.79555544
Chambers Conveyancing,144.9712561,-37.81268978
Tutto Bene,144.9662623,-37.82066923
Tunzafun,144.9378299,-37.81315031
Tony Hannebery Lawyers ,144.9600859,-37.81638558
Plantation Cafe,144.9630189,-37.81073331
vacant,144.9509971,-37.80822731
AvePoint,144.9589237,-37.81817724
Moneywise,144.9500934,-37.82068699
Vranken-Pommery Australia Pty Ltd,144.9713152,-37.81460613
Australian Women Donors Network,144.9627098,-37.81858716
Narrelle Harris/Celia Bridle/Jenny Sinclair/Janette Corcoran,144.9667041,-37.81674222
Vacant,144.959964,-37.81269018
Vacant,144.959964,-37.81269018
Patrick Port Services Pty Limited,144.9266089,-37.81310527
KIS Hair,144.9697778,-37.81170307
Cafe Bar Mile,144.9638971,-37.81719967
Ian Joblin Forensic Psychologist ,144.9612988,-37.81565401
S & A Mansell Pty Ltd,144.9601101,-37.81596878
Wag Australia,144.9424894,-37.80139181
Chatime (LwrGnd),144.9630189,-37.81073331
Vacant,144.9725554,-37.8112354
Spanish Doughnuts,144.9654659,-37.81866105
Lyceum Language Centre,144.9605409,-37.81549904
Velos & Velos Lawyers ,144.9566886,-37.81146268
Donatelife Victoria,144.9656141,-37.80385341
Alignment Capital,144.9479753,-37.81925128
Five66,144.9553465,-37.82072034
Mab Corporation Pty Ltd,144.977677,-37.83949217
Wash n Shop,144.9657034,-37.810658
Dorsavi,144.9791267,-37.81786801
Numbers Executive Recruitment,144.9608186,-37.81804618
Open Family Australia / White Lion / Stride,144.9471768,-37.80866294
Stephen David Mayne,144.9612229,-37.81739636
Dream Search International Consulting,144.9663304,-37.81584476
Vacant,144.9572395,-37.80745984
Vacant,144.9572395,-37.80745984
Vacant,144.9572395,-37.80745984
Vacant,144.9572395,-37.80745984
KFC Carlton,144.9636423,-37.8006201
A1 Partitions,144.9450469,-37.82100111
Romano Motors ,144.9431856,-37.80183978
Bulletproof Networks,144.9715746,-37.81501535
Coach,144.9523782,-37.82539976
RMIT University,144.9645504,-37.80818365
University Cafe,144.9668382,-37.79947744
Great Oceania,144.957088,-37.81686865
3 Point Computer,144.966972,-37.80966479
Verandah Cafe,144.9677144,-37.81474661
Elizabeth Arcade Lotto,144.9629442,-37.81491502
Nando's Melbourne Central,144.9630189,-37.81073331
Russell G Taylor Pty Ltd,144.9501914,-37.79382016
Salsa's Southgate ,144.9662623,-37.82066923
Redbubble Pty Ltd,144.9649331,-37.81662781
Vacant,144.9362954,-37.82366685
Vacant,144.9362954,-37.82366685
Vacant,144.9362954,-37.82366685
Nudie Jeans Co,144.9675807,-37.81390779
Collins St (East) Podiatry,144.9733552,-37.81383756
Flight Centre,144.962639,-37.814114
Solomons Lawyers,144.9628116,-37.81581721
EB Games,144.9664899,-37.81603393
Melbourne Symphony Orchestra Pty Ltd,144.9666055,-37.82241845
I Love Dumplings,144.9599969,-37.80914342
City Institute Melbourne,144.9625299,-37.81819275
Vacant,144.9580952,-37.80428585
Adcore Creative,144.9676436,-37.80352199
JK Legal (Barristers & Solicitors),144.9605306,-37.81240787
Pharmaceutical Packaging Professionals,144.9067154,-37.82651579
Scott's Print & Design,144.9642885,-37.80099105
Educare Plus Pty Ltd,144.9628116,-37.81581721
The Soup Place,144.9655966,-37.8166033
Australian Stock Report,144.957088,-37.81686865
Hikmah Training & Development,144.9536295,-37.81236188
Borsari Ristorante,144.9666725,-37.80089707
Anson Accounting And Business Group Pty Ltd,144.9670522,-37.80245924
Strozzi Restaurant,144.9632538,-37.81706705
JM Car Parks,144.9681718,-37.8099428
Il Tempo 2 Pasta,144.9656264,-37.81760781
I World International Group Pty Ltd,144.9632938,-37.81554941
Thanh Hung Butcher,144.9572395,-37.80745984
Mi Thai Massage,144.9422008,-37.8198287
Melbourne Business Centre Pty Ltd,144.9597623,-37.81703239
,144.9330178,-37.81065892
Aruba Espresso Cafe,144.9501914,-37.79382016
Exari Systems Pty Ltd,144.9626303,-37.81841106
Leona Edmiston,144.9638386,-37.81245199
Shrine of Rememberance,144.9730717,-37.83039675
Vacant,144.9713561,-37.81310178
Naked Espresso Bar,144.9610735,-37.81359799
Vacant,144.9748289,-37.79627491
Metropolitan Fire Brigade Station No 3,144.9623766,-37.80394745
Oceana Gold Limited,144.9627888,-37.81722704
Vacant,144.956774,-37.81695942
Skysca International,144.9681391,-37.81199369
Arintji,144.9699175,-37.81784465
DFP Recruitment Services,144.9617799,-37.81822749
Breadtop,144.9630189,-37.81073331
Litsupport Pty Limited,144.9566688,-37.81651427
Locanda Italian Steakhouse,144.9706454,-37.81121462
Zenith Investment Partners,144.9621844,-37.81615528
Forster & Associates Lawyers,144.9532514,-37.81166257
Rhodes & Beckett,144.9638386,-37.81245199
L'Agent,144.9648999,-37.81536587
Paul Epshtein,144.9661258,-37.81528474
Nicholas O'Donohue & Co Lawyers,144.9589392,-37.81595642
Precedent,144.963491,-37.81775826
1 : 1 Architects ,144.9612751,-37.81296989
J.A. Plaisted,144.9253775,-37.82304058
Anna Whitlam People Pty Ltd,144.9649678,-37.81719024
Maganty Lawyers ,144.9591969,-37.81499761
Lash Labs,144.9593412,-37.80940928
Vacant,144.9843706,-37.83764623
Vacant,144.9843706,-37.83764623
Ten Years,144.9658273,-37.82280752
Roger David,144.951187,-37.81501701
Morrison,144.9638386,-37.81245199
Enware,144.9253775,-37.82304058
Pointon Partners Pty Ltd,144.957018,-37.81647428
